Unnamed: 0_2008,model_2008,displ_2008,cyl_2008,trans_2008,drive_2008,fuel_2008,veh_class_2008,air_pollut_2008,city_mpg_2008,hwy_mpg_2008,cmb_mpg_2008,greenhouse_2008,smartway_2008,Unnamed: 0,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
168,CHEVROLET HHR,2.2,4,Man-5,2WD,Gasoline,SUV,7.0,20.0,30.0,24.0,7,yes,168,CHEVROLET Cruze,1.4,4,Man-6,2WD,Gasoline,small car,6.0,27.0,40.0,32.0,7,Yes
169,CHEVROLET HHR,2.2,4,Man-5,2WD,Gasoline,SUV,7.0,21.0,30.0,24.0,7,yes,169,CHEVROLET Cruze,1.4,4,SemiAuto-6,2WD,Gasoline,small car,6.0,29.0,40.0,33.0,8,Yes
170,CHEVROLET HHR,2.2,4,Auto-L4,2WD,Gasoline,SUV,7.0,22.0,30.0,25.0,7,yes,170,CHEVROLET Cruze,1.6,4,Auto-9,2WD,Diesel,small car,3.0,31.0,47.0,37.0,7,Yes
171,CHEVROLET HHR,2.4,4,Man-5,2WD,Gasoline,SUV,7.0,20.0,28.0,23.0,7,yes,171,CHEVROLET Cruze,1.6,4,Man-6,2WD,Diesel,small car,3.0,30.0,52.0,37.0,7,Yes
172,CHEVROLET HHR,2.4,4,Man-5,2WD,Gasoline,SUV,7.0,20.0,29.0,23.0,7,yes,172,CHEVROLET Cruze Hatchback,1.4,4,Man-6,2WD,Gasoline,midsize car,6.0,27.0,38.0,31.0,7,Yes
173,CHEVROLET HHR,2.4,4,Auto-L4,2WD,Gasoline,SUV,7.0,22.0,28.0,24.0,7,yes,173,CHEVROLET Cruze Hatchback,1.4,4,SemiAuto-6,2WD,Gasoline,midsize car,6.0,29.0,38.0,32.0,7,Yes
174,CHEVROLET HHR,2.0,4,Auto-L4,2WD,Gasoline,SUV,6.0,19.0,28.0,22.0,6,no,174,CHEVROLET Cruze Hatchback,1.6,4,Auto-9,2WD,Diesel,midsize car,3.0,30.0,45.0,35.0,7,Yes
175,CHEVROLET Impala,3.5,6,Auto-L4,2WD,Gasoline,large car,9.5,18.0,29.0,22.0,6,yes,175,CHEVROLET Cruze Hatchback,1.6,4,Man-6,2WD,Diesel,midsize car,3.0,29.0,48.0,35.0,7,Yes
176,CHEVROLET Impala,5.3,8,Auto-L4,2WD,Gasoline,large car,6.0,16.0,25.0,19.0,5,no,176,CHEVROLET Cruze Premier,1.4,4,SemiAuto-6,2WD,Gasoline,small car,6.0,29.0,39.0,33.0,8,Yes
177,CHEVROLET Malibu,3.5,6,Auto-L4,2WD,Gasoline,midsize car,7.0,18.0,29.0,22.0,6,yes,177,CHEVROLET Cruze Premier Hatchback,1.4,4,SemiAuto-6,2WD,Gasoline,midsize car,6.0,28.0,37.0,31.0,7,Yes
178,CHEVROLET Malibu,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6.0,22.0,30.0,25.0,7,yes,178,CHEVROLET Equinox,1.5,4,Auto-6,2WD,Gasoline,small SUV,5.0,26.0,32.0,28.0,6,No
179,CHEVROLET Malibu,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,179,CHEVROLET Equinox,1.5,4,Auto-6,4WD,Gasoline,small SUV,5.0,24.0,30.0,26.0,5,No
180,CHEVROLET Malibu Hybrid,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6.0,24.0,32.0,27.0,8,yes,180,CHEVROLET Equinox,1.6,4,Auto-6,2WD,Diesel,small SUV,3.0,28.0,39.0,32.0,6,No
181,CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,181,CHEVROLET Equinox,1.6,4,Auto-6,4WD,Diesel,small SUV,3.0,28.0,38.0,32.0,6,No
182,CHEVROLET Silverado 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3,no,182,CHEVROLET Equinox,2.0,4,Auto-9,2WD,Gasoline,small SUV,5.0,22.0,29.0,25.0,5,No
183,CHEVROLET Tahoe 1500,6.2,8,Auto-L6,2WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2,no,183,CHEVROLET Equinox,2.0,4,Auto-9,4WD,Gasoline,small SUV,5.0,22.0,28.0,24.0,5,No
184,CHEVROLET Tahoe 1500 Hybrid,6.0,8,Auto-AV,2WD,Gasoline,SUV,6.0,21.0,22.0,21.0,6,no,184,CHEVROLET Impala,2.5,4,SemiAuto-6,2WD,Gasoline,large car,3.0,22.0,30.0,25.0,5,No
185,CHEVROLET Tahoe 1500 Hybrid,6.0,8,Auto-AV,4WD,Gasoline,SUV,6.0,20.0,20.0,20.0,6,no,185,CHEVROLET Impala,3.6,6,SemiAuto-6,2WD,Gasoline,large car,7.0,19.0,28.0,22.0,4,No
186,CHEVROLET Trailblazer,5.3,8,Auto-L4,2WD,Gasoline,SUV,6.0,14.0,20.0,17.0,4,no,186,CHEVROLET Malibu,1.5,4,Auto-6,2WD,Gasoline,midsize car,6.0,27.0,36.0,30.0,7,Yes
187,CHEVROLET Trailblazer,5.3,8,Auto-L4,4WD,Gasoline,SUV,6.0,13.0,19.0,16.0,4,no,187,CHEVROLET Malibu,1.5,4,Auto-6,2WD,Gasoline,midsize car,7.0,27.0,36.0,30.0,7,Yes
188,CHEVROLET Trailblazer,6.0,8,Auto-L4,2WD,Gasoline,SUV,6.0,12.0,16.0,14.0,2,no,188,CHEVROLET Malibu,1.8,4,CVT,2WD,Gasoline,midsize car,3.0,49.0,43.0,46.0,10,Yes
189,CHEVROLET Trailblazer,6.0,8,Auto-L4,4WD,Gasoline,SUV,6.0,12.0,16.0,13.0,1,no,189,CHEVROLET Malibu,2.0,4,Auto-9,2WD,Gasoline,midsize car,5.0,22.0,32.0,26.0,5,No
190,CHEVROLET Uplander,3.9,6,Auto-L4,2WD,Gasoline,minivan,6.0,16.0,23.0,19.0,5,no,190,CHEVROLET Silverado 15,5.3,8,Auto-6,2WD,Gasoline,pickup,3.0,16.0,23.0,19.0,3,No
191,CHEVROLET Van 1500,4.3,6,Auto-L4,2WD,Gasoline,van,6.0,15.0,20.0,17.0,4,no,191,CHEVROLET Silverado 15,5.3,8,Auto-6,2WD,Gasoline,special purpose,3.0,15.0,20.0,17.0,3,No
192,CHEVROLET Van 1500,5.3,8,Auto-L4,4WD,Gasoline,van,6.0,12.0,16.0,14.0,2,no,192,CHEVROLET Silverado 15,5.3,8,Auto-6,4WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3,No
193,CHEVROLET Van 1500,5.3,8,Auto-L4,2WD,Gasoline,van,6.0,12.0,16.0,14.0,2,no,193,CHEVROLET Silverado 15,5.3,8,Auto-6,4WD,Gasoline,special purpose,3.0,15.0,19.0,17.0,3,No
194,CHEVROLET Van 1500,5.3,8,Auto-L4,4WD,Gasoline,van,6.0,13.0,17.0,15.0,3,no,194,CHEVROLET Silverado 15,5.3,8,Auto-8,2WD,Gasoline,pickup,3.0,18.0,24.0,20.0,4,No
195,CHEVROLET Van 1500,5.3,8,Auto-L4,2WD,Gasoline,van,6.0,14.0,18.0,15.0,3,no,195,CHEVROLET Silverado 15,5.3,8,Auto-8,2WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3,No
196,CHEVROLET Van 2500,4.3,6,Auto-L4,2WD,Gasoline,van,6.0,15.0,20.0,17.0,4,no,196,CHEVROLET Silverado 15,5.3,8,Auto-8,4WD,Gasoline,pickup,3.0,16.0,21.0,18.0,3,No
197,CHEVROLET Van 2500,5.3,8,Auto-L4,2WD,Gasoline,van,6.0,12.0,16.0,14.0,2,no,197,CHEVROLET Silverado 15,5.3,8,Auto-8,4WD,Gasoline,pickup,3.0,15.0,20.0,17.0,3,No
198,CHEVROLET Van 2500,5.3,8,Auto-L4,4WD,Gasoline,van,6.0,13.0,17.0,15.0,3,no,198,CHEVROLET Silverado 15,6.2,8,Auto-8,2WD,Gasoline,pickup,3.0,15.0,21.0,17.0,3,No
199,CHEVROLET Van 2500,5.3,8,Auto-L4,2WD,Gasoline,van,6.0,14.0,18.0,15.0,3,no,199,CHEVROLET Silverado 15,6.2,8,Auto-8,4WD,Gasoline,pickup,3.0,15.0,20.0,17.0,3,No
200,CHRYSLER 300,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,200,CHEVROLET Sonic,1.4,4,Man-6,2WD,Gasoline,small car,3.0,28.0,37.0,32.0,7,Yes
201,CHRYSLER 300,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,201,CHEVROLET Sonic,1.4,4,SemiAuto-6,2WD,Gasoline,small car,3.0,27.0,35.0,30.0,7,Yes
202,CHRYSLER 300,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,202,CHEVROLET Sonic 5,1.4,4,Man-6,2WD,Gasoline,station wagon,3.0,28.0,37.0,32.0,7,Yes
203,CHRYSLER 300,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,203,CHEVROLET Sonic 5,1.4,4,SemiAuto-6,2WD,Gasoline,station wagon,3.0,27.0,35.0,30.0,7,Yes
204,CHRYSLER 300,6.1,8,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3,no,204,CHEVROLET Suburban 1500,5.3,8,Auto-6,2WD,Gasoline,standard SUV,3.0,16.0,23.0,19.0,3,No
205,CHRYSLER Aspen,4.7,8,Auto-L5,2WD,Gasoline,SUV,7.0,14.0,19.0,15.0,3,no,205,CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,Gasoline,standard SUV,3.0,15.0,22.0,18.0,3,No
206,CHRYSLER Aspen,5.7,8,Auto-L5,2WD,Gasoline,SUV,6.0,13.0,19.0,15.0,3,no,206,CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,Gasoline,standard SUV,3.0,16.0,23.0,19.0,3,No
207,CHRYSLER Aspen,5.7,8,Auto-L5,4WD,Gasoline,SUV,6.0,13.0,18.0,15.0,3,no,207,CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Gasoline,standard SUV,3.0,16.0,22.0,18.0,3,No
208,CHRYSLER Crossfire,3.2,6,Man-6,2WD,Gasoline,small car,6.0,15.0,23.0,18.0,5,no,208,CHEVROLET Tahoe 1500,6.2,8,Auto-10,2WD,Gasoline,standard SUV,3.0,14.0,23.0,17.0,3,No
209,CHRYSLER Crossfire,3.2,6,Auto-L5,2WD,Gasoline,small car,6.0,19.0,25.0,21.0,6,no,209,CHEVROLET Tahoe 1500,6.2,8,Auto-10,4WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3,No
210,CHRYSLER PT Cruiser,2.4,4,Auto-L4,2WD,Gasoline,SUV,7.0,18.0,24.0,21.0,6,yes,210,CHEVROLET Traverse,3.6,6,SemiAuto-9,2WD,Gasoline,standard SUV,5.0,18.0,27.0,21.0,4,No
211,CHRYSLER PT Cruiser,2.4,4,Auto-L4,2WD,Gasoline,SUV,7.0,19.0,24.0,21.0,6,yes,211,CHEVROLET Traverse,3.6,6,SemiAuto-9,4WD,Gasoline,standard SUV,5.0,17.0,25.0,20.0,4,No
212,CHRYSLER PT Cruiser,2.4,4,Man-5,2WD,Gasoline,SUV,7.0,20.0,25.0,22.0,6,yes,212,CHEVROLET Trax,1.4,4,SemiAuto-6,4WD,Gasoline,small SUV,3.0,24.0,30.0,27.0,6,No
213,CHRYSLER PT Cruiser,2.4,4,Auto-L4,2WD,Gasoline,SUV,6.0,18.0,24.0,21.0,6,no,213,CHRYSLER 300,3.6,6,Auto-8,2WD,Gasoline,large car,3.0,19.0,30.0,23.0,5,No
214,CHRYSLER PT Cruiser,2.4,4,Auto-L4,2WD,Gasoline,SUV,6.0,19.0,24.0,21.0,6,no,214,CHRYSLER 300,3.6,6,Auto-8,4WD,Gasoline,large car,3.0,18.0,27.0,21.0,4,No
215,CHRYSLER PT Cruiser,2.4,4,Man-5,2WD,Gasoline,SUV,6.0,20.0,25.0,22.0,6,no,215,CHRYSLER 300,5.7,8,Auto-8,2WD,Gasoline,large car,3.0,16.0,25.0,19.0,3,No
216,CHRYSLER PT Cruiser,2.4,4,Man-5,2WD,Gasoline,SUV,6.0,21.0,26.0,23.0,7,yes,216,CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,minivan,3.0,18.0,28.0,22.0,4,No
217,CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,small car,7.0,18.0,24.0,21.0,6,yes,217,CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,minivan,3.0,19.0,28.0,22.0,4,No
218,CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,small car,7.0,19.0,24.0,21.0,6,yes,218,DODGE Challenger,3.6,6,Auto-8,2WD,Gasoline,midsize car,3.0,19.0,30.0,23.0,5,No
219,CHRYSLER PT Cruiser Convertible,2.4,4,Man-5,2WD,Gasoline,small car,7.0,20.0,25.0,22.0,6,yes,219,DODGE Challenger,5.7,8,Auto-8,2WD,Gasoline,midsize car,3.0,16.0,25.0,19.0,3,No
220,CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,small car,6.0,18.0,24.0,21.0,6,no,220,DODGE Challenger,5.7,8,Man-6,2WD,Gasoline,midsize car,1.0,15.0,23.0,18.0,3,No
221,CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,small car,6.0,19.0,24.0,21.0,6,no,221,DODGE Challenger,6.4,8,Auto-8,2WD,Gasoline,midsize car,1.0,15.0,25.0,18.0,3,No
222,CHRYSLER PT Cruiser Convertible,2.4,4,Man-5,2WD,Gasoline,small car,6.0,20.0,25.0,22.0,6,no,222,DODGE Challenger,6.4,8,Man-6,2WD,Gasoline,midsize car,1.0,14.0,23.0,17.0,3,No
223,CHRYSLER PT Cruiser Convertible,2.4,4,Man-5,2WD,Gasoline,small car,6.0,21.0,26.0,23.0,7,yes,223,DODGE Challenger GT,3.6,6,Auto-8,4WD,Gasoline,midsize car,3.0,18.0,27.0,21.0,4,No
224,CHRYSLER Pacifica,3.8,6,Auto-L4,2WD,Gasoline,SUV,7.0,15.0,22.0,18.0,5,no,224,DODGE Challenger SRT,6.2,8,Auto-8,2WD,Gasoline,midsize car,1.0,13.0,22.0,16.0,2,No
225,CHRYSLER Pacifica,4.0,6,Auto-L6,2WD,Gasoline,SUV,7.0,15.0,23.0,17.0,4,no,225,DODGE Challenger SRT,6.2,8,Man-6,2WD,Gasoline,midsize car,1.0,13.0,21.0,16.0,2,No
226,CHRYSLER Pacifica,4.0,6,Auto-L6,4WD,Gasoline,SUV,7.0,14.0,22.0,17.0,4,no,226,DODGE Challenger SRT,6.4,8,Auto-8,2WD,Gasoline,midsize car,1.0,15.0,25.0,18.0,3,No
227,CHRYSLER SRT-8,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,227,DODGE Challenger SRT,6.4,8,Man-6,2WD,Gasoline,midsize car,1.0,14.0,23.0,17.0,3,No
228,CHRYSLER SRT-8,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,228,DODGE Charger,3.6,6,Auto-8,2WD,Gasoline,large car,3.0,19.0,30.0,23.0,5,No
229,CHRYSLER SRT-8,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,229,DODGE Charger,3.6,6,Auto-8,4WD,Gasoline,large car,3.0,18.0,27.0,21.0,4,No
230,CHRYSLER SRT-8,6.1,8,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3,no,230,DODGE Charger,5.7,8,Auto-8,2WD,Gasoline,large car,3.0,16.0,25.0,19.0,3,No
231,CHRYSLER Sebring,2.4,4,Auto-L4,2WD,Gasoline,midsize car,7.0,21.0,30.0,24.0,7,yes,231,DODGE Charger,6.4,8,Auto-8,2WD,Gasoline,large car,1.0,15.0,25.0,18.0,3,No
232,CHRYSLER Sebring,3.5,6,Auto-L6,4WD,Gasoline,midsize car,7.0,15.0,24.0,18.0,5,no,232,DODGE Charger SRT,6.2,8,Auto-8,2WD,Gasoline,large car,1.0,13.0,22.0,16.0,2,No
233,CHRYSLER Sebring,3.5,6,Auto-L6,2WD,Gasoline,midsize car,7.0,16.0,26.0,19.0,5,no,233,DODGE Charger SRT,6.4,8,Auto-8,2WD,Gasoline,large car,1.0,15.0,25.0,18.0,3,No
234,CHRYSLER Sebring,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6.0,21.0,30.0,24.0,7,yes,234,DODGE Durango,3.6,6,Auto-8,2WD,Gasoline,standard SUV,5.0,19.0,26.0,21.0,4,No
235,CHRYSLER Sebring,2.7,6,Auto-L4,2WD,Gasoline,midsize car,6.0,19.0,27.0,22.0,6,no,235,DODGE Durango,3.6,6,Auto-8,4WD,Gasoline,standard SUV,5.0,18.0,25.0,21.0,4,No
236,CHRYSLER Sebring Convertible,2.4,4,Auto-L4,2WD,Gasoline,small car,7.0,20.0,29.0,23.0,7,yes,236,DODGE Durango,5.7,8,Auto-8,2WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3,No
237,CHRYSLER Sebring Convertible,3.5,6,Auto-L6,2WD,Gasoline,small car,7.0,16.0,26.0,19.0,5,no,237,DODGE Durango,5.7,8,Auto-8,4WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3,No
238,CHRYSLER Sebring Convertible,2.4,4,Auto-L4,2WD,Gasoline,small car,6.0,20.0,29.0,23.0,7,yes,238,DODGE Durango  SRT,6.4,8,Auto-8,4WD,Gasoline,standard SUV,1.0,13.0,19.0,15.0,2,No
239,CHRYSLER Sebring Convertible,2.7,6,Auto-L4,2WD,Gasoline,small car,6.0,18.0,26.0,21.0,6,no,239,DODGE Journey,2.4,4,Auto-4,2WD,Gasoline,small SUV,3.0,19.0,25.0,21.0,4,No
240,CHRYSLER Town & Country,3.3,6,Auto-L4,2WD,Gasoline,minivan,7.0,17.0,24.0,19.0,5,no,240,DODGE Journey,3.6,6,Auto-6,4WD,Gasoline,small SUV,3.0,16.0,24.0,19.0,3,No
241,CHRYSLER Town & Country,3.8,6,Auto-L6,2WD,Gasoline,minivan,7.0,16.0,23.0,18.0,5,no,241,FERRARI 488 Spider,3.9,8,AutoMan-7,2WD,Gasoline,small car,3.0,15.0,22.0,18.0,3,No
242,CHRYSLER Town & Country,4.0,6,Auto-L6,2WD,Gasoline,minivan,7.0,16.0,23.0,18.0,5,no,242,FERRARI 488 Spider,3.9,8,AutoMan-7,2WD,Gasoline,small car,3.0,16.0,22.0,18.0,3,No
243,DODGE Avenger,2.4,4,Auto-L4,2WD,Gasoline,midsize car,7.0,21.0,30.0,24.0,7,yes,243,FERRARI 488 gtb,3.9,8,AutoMan-7,2WD,Gasoline,small car,3.0,15.0,22.0,18.0,3,No
244,DODGE Avenger,3.5,6,Auto-L6,4WD,Gasoline,midsize car,7.0,15.0,24.0,18.0,5,no,244,FERRARI 488 gtb,3.9,8,AutoMan-7,2WD,Gasoline,small car,3.0,16.0,22.0,18.0,3,No
245,DODGE Avenger,3.5,6,Auto-L6,2WD,Gasoline,midsize car,7.0,16.0,26.0,19.0,5,no,245,FERRARI 812 Superfast,6.5,12,AutoMan-7,2WD,Gasoline,small car,3.0,12.0,16.0,13.0,1,No
246,DODGE Avenger,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6.0,21.0,30.0,24.0,7,yes,246,FERRARI California T,3.9,8,AutoMan-7,2WD,Gasoline,small car,3.0,16.0,23.0,18.0,3,No
247,DODGE Avenger,2.7,6,Auto-L4,2WD,Gasoline,midsize car,6.0,19.0,27.0,22.0,6,no,247,FERRARI California T,3.9,8,AutoMan-7,2WD,Gasoline,small car,3.0,16.0,23.0,19.0,3,No
248,DODGE Caliber,2.4,4,Auto-AV,4WD,Gasoline,midsize car,7.0,21.0,24.0,22.0,6,yes,248,FERRARI GTC4Lusso,6.3,12,AutoMan-7,4WD,Gasoline,small car,3.0,12.0,17.0,13.0,1,No
249,DODGE Caliber,2.4,4,Auto-AV,2WD,Gasoline,midsize car,7.0,21.0,25.0,23.0,7,yes,249,FERRARI GTC4Lusso T,3.9,8,AutoMan-7,2WD,Gasoline,small car,3.0,15.0,21.0,17.0,3,No
250,DODGE Caliber,2.0,4,Auto-AV,2WD,Gasoline,midsize car,6.0,23.0,27.0,24.0,7,yes,250,FIAT 500L,1.4,4,Auto-6,2WD,Gasoline,station wagon,3.0,22.0,30.0,25.0,5,No
251,DODGE Caliber,2.4,4,Auto-AV,2WD,Gasoline,midsize car,6.0,21.0,25.0,23.0,7,yes,251,FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,pickup,5.0,19.0,25.0,21.0,4,No
252,DODGE Caravan,3.3,6,Auto-L4,2WD,Gasoline,minivan,7.0,17.0,24.0,19.0,5,no,252,FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,pickup,5.0,20.0,25.0,22.0,4,No
253,DODGE Caravan,3.8,6,Auto-L6,2WD,Gasoline,minivan,7.0,16.0,23.0,18.0,5,no,253,FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,pickup,5.0,20.0,26.0,22.0,4,No
254,DODGE Caravan,4.0,6,Auto-L6,2WD,Gasoline,minivan,7.0,16.0,23.0,18.0,5,no,254,FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,pickup,5.0,18.0,23.0,20.0,4,No
255,DODGE Challenger,6.1,8,Auto-L5,2WD,Gasoline,midsize car,6.0,13.0,18.0,15.0,3,no,255,FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,pickup,5.0,18.0,24.0,21.0,4,No
256,DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,256,FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4,No
257,DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,257,FORD F150,3.3,6,SemiAuto-6,2WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4,No
258,DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,258,FORD F150,3.3,6,SemiAuto-6,2WD,Gasoline,pickup,5.0,19.0,25.0,22.0,4,No
259,DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,259,FORD F150,3.3,6,SemiAuto-6,4WD,Gasoline,pickup,5.0,17.0,22.0,19.0,3,No
260,DODGE Charger,6.1,8,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3,no,260,FORD F150,3.3,6,SemiAuto-6,4WD,Gasoline,pickup,5.0,18.0,23.0,20.0,4,No
261,DODGE Dakota,3.7,6,Auto-L4,2WD,Gasoline,pickup,7.0,15.0,20.0,17.0,4,no,261,FORD F150,3.5,6,SemiAuto-10,2WD,Gasoline,pickup,5.0,17.0,21.0,19.0,3,No
262,DODGE Dakota,3.7,6,Auto-L4,4WD,Gasoline,pickup,7.0,14.0,18.0,15.0,3,no,262,FORD F150,3.5,6,SemiAuto-10,2WD,Gasoline,pickup,5.0,17.0,22.0,19.0,3,No
263,DODGE Dakota,4.7,8,Auto-L5,2WD,Gasoline,pickup,7.0,14.0,19.0,15.0,3,no,263,FORD F150,3.5,6,SemiAuto-10,2WD,Gasoline,pickup,5.0,18.0,25.0,21.0,4,No
264,DODGE Dakota,4.7,8,Auto-L5,4WD,Gasoline,pickup,7.0,14.0,19.0,15.0,3,no,264,FORD F150,3.5,6,SemiAuto-10,4WD,Gasoline,pickup,5.0,16.0,21.0,18.0,3,No
265,DODGE Dakota,3.7,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,265,FORD F150,3.5,6,SemiAuto-10,4WD,Gasoline,pickup,5.0,16.0,22.0,19.0,3,No
266,DODGE Dakota,3.7,6,Man-6,2WD,Gasoline,pickup,6.0,16.0,20.0,18.0,5,no,266,FORD F150,3.5,6,SemiAuto-10,4WD,Gasoline,pickup,5.0,17.0,23.0,19.0,3,No
267,DODGE Dakota,3.7,6,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3,no,267,FORD F150,5.0,8,SemiAuto-10,2WD,Gasoline,pickup,3.0,16.0,20.0,17.0,3,No
268,DODGE Dakota,3.7,6,Man-6,4WD,Gasoline,pickup,6.0,15.0,19.0,16.0,4,no,268,FORD F150,5.0,8,SemiAuto-10,2WD,Gasoline,pickup,3.0,16.0,21.0,18.0,3,No
269,DODGE Durango,3.7,6,Auto-L4,2WD,Gasoline,SUV,7.0,14.0,19.0,16.0,4,no,269,FORD F150,5.0,8,SemiAuto-10,2WD,Gasoline,pickup,3.0,17.0,23.0,19.0,3,No
270,DODGE Durango,4.7,8,Auto-L5,2WD,Gasoline,SUV,7.0,14.0,19.0,15.0,3,no,270,FORD F150,5.0,8,SemiAuto-10,4WD,Gasoline,pickup,3.0,15.0,19.0,17.0,3,No
271,DODGE Durango,4.7,8,Auto-L5,4WD,Gasoline,SUV,7.0,13.0,17.0,15.0,3,no,271,FORD F150,5.0,8,SemiAuto-10,4WD,Gasoline,pickup,3.0,16.0,20.0,17.0,3,No
272,DODGE Durango,5.7,8,Auto-L5,2WD,Gasoline,SUV,6.0,13.0,19.0,15.0,3,no,272,FORD F150,5.0,8,SemiAuto-10,4WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3,No
273,DODGE Durango,5.7,8,Auto-L5,4WD,Gasoline,SUV,6.0,13.0,18.0,15.0,3,no,273,FORD F150 Raptor,3.5,6,SemiAuto-10,4WD,Gasoline,pickup,3.0,15.0,18.0,16.0,2,No
274,DODGE Magnum,3.5,6,Auto-L5,2WD,Gasoline,SUV,7.0,17.0,24.0,20.0,6,yes,274,FORD Flex,3.5,6,SemiAuto-6,2WD,Gasoline,standard SUV,3.0,16.0,23.0,19.0,3,No
275,DODGE Magnum,3.5,6,Auto-L4,2WD,Gasoline,SUV,7.0,17.0,24.0,20.0,6,yes,275,FORD Flex,3.5,6,SemiAuto-6,4WD,Gasoline,standard SUV,3.0,15.0,21.0,17.0,3,No
276,DODGE Magnum,3.5,6,Auto-L5,4WD,Gasoline,SUV,7.0,15.0,22.0,18.0,5,no,276,FORD Flex,3.5,6,SemiAuto-6,4WD,Gasoline,standard SUV,3.0,16.0,22.0,18.0,3,No
277,DODGE Magnum,2.7,6,Auto-L4,2WD,Gasoline,SUV,6.0,18.0,26.0,21.0,6,no,277,FORD Fusion,1.5,4,SemiAuto-6,2WD,Gasoline,midsize car,7.0,23.0,34.0,27.0,6,No
278,DODGE Magnum,6.1,8,Auto-L5,2WD,Gasoline,SUV,6.0,13.0,18.0,15.0,3,no,278,FORD Fusion,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,5.0,21.0,31.0,25.0,5,No
279,DODGE Nitro,3.7,6,Auto-L4,2WD,Gasoline,SUV,7.0,16.0,22.0,18.0,5,no,279,FORD Fusion,2.0,4,SemiAuto-6,4WD,Gasoline,midsize car,5.0,20.0,29.0,23.0,5,No
280,DODGE Nitro,3.7,6,Auto-L4,4WD,Gasoline,SUV,7.0,15.0,21.0,17.0,4,no,280,FORD Fusion,2.5,4,Auto-6,2WD,Gasoline,midsize car,5.0,21.0,32.0,25.0,5,No
